id,country,state,city,station,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
687,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",OZONE,3,48,8
688,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",PM2.5,42,127,79
690,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",NO2,8,22,14
696,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",PM10,117,169,144
710,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",PM10,56,135,84
713,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",PM2.5,51,145,77
726,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",PM10,70,126,98
729,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",SO2,6,22,10
730,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",PM2.5,34,36,35
732,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",NO2,16,18,17
734,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",SO2,10,12,11
736,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",PM2.5,22,30,29
737,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",PM10,39,57,55
749,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",PM10,75,158,99
754,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",OZONE,33,43,34
768,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",PM10,50,107,75
771,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",SO2,5,6,6
776,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",NO2,NA,NA,NA
778,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",PM2.5,48,197,81
781,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",SO2,37,39,38
782,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",CO,101,111,106
793,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",NO2,2,20,12
795,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",SO2,1,7,4
799,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",PM10,105,137,121
800,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",NO2,33,40,36
801,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",NH3,15,18,16
802,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",SO2,7,9,8
804,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",OZONE,16,25,20
805,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",PM2.5,23,84,53
811,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",OZONE,3,11,4
815,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",NH3,5,8,7
817,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",CO,49,70,66
826,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",PM2.5,33,80,55
827,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",PM10,111,173,139
832,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",OZONE,21,37,27
839,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",OZONE,6,46,11
842,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NO2,30,32,31
843,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NH3,6,6,6
846,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",OZONE,2,7,3
854,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",PM2.5,45,82,61
861,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",NO2,28,31,30
866,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",PM10,11,152,84
874,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",SO2,2,3,3
880,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",NH3,3,7,4
881,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",SO2,2,5,4
884,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",PM2.5,43,323,89
887,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",CO,38,90,49
889,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",PM2.5,13,65,28
890,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",PM10,121,141,131
892,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",NH3,10,12,11
893,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",SO2,1,22,10
896,India,Haryana,Jind,"Police Lines, Jind - HSPCB",PM2.5,22,50,31
899,India,Haryana,Jind,"Police Lines, Jind - HSPCB",NH3,6,9,8
901,India,Haryana,Jind,"Police Lines, Jind - HSPCB",CO,50,88,66
907,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",SO2,2,79,9
908,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",CO,14,36,18
911,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",PM10,79,130,98
913,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",NH3,10,13,11
914,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",SO2,77,82,80
922,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",CO,20,105,22
923,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",OZONE,11,82,14
927,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",NH3,20,24,22
928,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",SO2,24,29,26
929,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",CO,10,12,10
935,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",SO2,8,19,13
942,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",SO2,8,65,11
955,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",CO,2,120,8
957,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",PM2.5,114,152,134
958,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",PM10,91,105,100
963,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",OZONE,30,34,32
977,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",PM10,143,168,158
995,India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",CO,18,42,28
998,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",PM10,65,152,121
1000,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",NH3,2,2,2
1001,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",SO2,11,12,11
1003,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",OZONE,6,18,6
1005,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",NO2,NA,NA,NA
1018,India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",PM10,23,117,52
1028,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",SO2,9,11,10
1029,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",CO,36,38,37
1032,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",PM10,17,126,71
1043,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",PM10,2,77,34
1051,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",NH3,NA,NA,NA
1064,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",NO2,11,11,11
1069,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",PM2.5,NA,NA,NA
1072,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",NH3,NA,NA,NA
1080,India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",OZONE,NA,NA,NA
1082,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",NO2,21,38,26
1087,India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",NO2,12,28,17
1091,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",PM2.5,NA,NA,NA
1093,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",NO2,NA,NA,NA
1096,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",CO,68,88,88
1099,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",NO2,5,5,5
1107,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",CO,19,62,21
1109,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",PM10,3,84,36
1112,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",SO2,12,21,16
1116,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",PM10,27,43,32
1125,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",NH3,NA,NA,NA
1133,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",SO2,41,49,45
1138,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",NO2,12,14,13
1321,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",NH3,1,2,1
1325,India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",PM2.5,43,89,55
1333,India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",PM10,35,63,45
1339,India,Madhya Pradesh,Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food",PM2.5,9,260,89
1347,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",NH3,2,4,3
1348,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",SO2,11,24,17
1351,India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",PM2.5,NA,NA,NA
1355,India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",SO2,NA,NA,NA
1358,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",PM2.5,32,100,50
1359,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",PM10,80,158,108
1378,India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",PM2.5,7,90,41
1379,India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",PM10,22,106,57
1380,India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",NO2,14,14,14
1385,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",NO2,20,59,34
1399,India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",NO2,4,16,10
1413,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",OZONE,57,75,61
1416,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",NO2,4,47,21
1421,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",PM2.5,40,61,50
1425,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",SO2,9,12,11
1439,India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",SO2,1,7,5
1445,India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",NH3,1,4,2
1469,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",OZONE,29,38,32
1473,India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",NH3,1,2,2
1481,India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",CO,10,66,27
1483,India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",PM2.5,8,46,17
1488,India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",CO,10,26,15
1492,India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",NO2,11,34,21
1496,India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",OZONE,3,46,7
1497,India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",PM2.5,45,76,57
1499,India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",NO2,3,11,7
1501,India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",SO2,1,26,8
1504,India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",PM2.5,52,143,83
1506,India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",NO2,11,13,12
1509,India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",CO,14,106,34
1514,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",NH3,NA,NA,NA
1517,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",OZONE,NA,NA,NA
1521,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",NH3,1,2,1
1523,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",CO,15,72,56
1534,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",NO2,32,41,37
1535,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",NH3,2,3,3
1545,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",OZONE,NA,NA,NA
1550,India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",SO2,1,2,1
1555,India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",NO2,10,45,19
1562,India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",NO2,8,26,14
1565,India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",CO,32,46,38
1571,India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",SO2,1,43,11
1574,India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",PM2.5,29,59,44
1580,India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",OZONE,18,41,21
1583,India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",NO2,3,16,9
1586,India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",CO,14,34,26
1587,India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",OZONE,1,30,3
1594,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",OZONE,8,59,9
1595,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",PM2.5,17,59,33
1599,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",SO2,2,6,4
1606,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",CO,60,78,66
1611,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",NH3,1,1,1
1612,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",SO2,18,23,20
1613,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",CO,21,34,28
1614,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",OZONE,4,44,7
1616,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",PM10,44,91,61
1627,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",CO,50,66,57
1632,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",SO2,32,33,33
1647,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",CO,44,61,50
1655,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",OZONE,1,21,6
1656,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",PM2.5,20,117,47
1665,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",NH3,1,1,1
1666,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",SO2,1,8,5
1667,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",CO,101,104,102
1690,India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",NH3,13,22,19
1693,India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",OZONE,8,35,18
1697,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",NH3,1,1,1
1703,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",NO2,14,15,15
1706,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",OZONE,41,42,41
1724,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",NH3,15,16,16
1725,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",SO2,77,86,81
1730,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",SO2,28,33,29
1737,India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",SO2,13,71,22
1745,India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",CO,44,95,52
1750,India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",NH3,2,4,3
1751,India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",SO2,2,5,3
1753,India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",OZONE,4,17,7
1760,India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",OZONE,7,28,13
189,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",PM10,21,38,30
194,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",OZONE,7,137,32
195,India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",PM2.5,NA,NA,NA
199,India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",SO2,NA,NA,NA
203,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",NO2,12,13,12
204,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",SO2,11,22,18
205,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",CO,30,50,37
207,India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",PM2.5,32,97,56
209,India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",NO2,30,32,31
214,India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",PM2.5,33,69,54
221,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",PM2.5,38,98,68
225,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",SO2,5,6,5
241,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",OZONE,28,32,30
242,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",PM2.5,NA,NA,NA
243,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",PM10,NA,NA,NA
257,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",PM10,87,121,106
265,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",NO2,3,5,4
272,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",SO2,19,36,28
277,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",NO2,2,29,15
282,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",PM2.5,49,84,67
283,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",PM10,100,132,115
284,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",NO2,14,22,18
293,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",OZONE,32,48,44
305,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",SO2,4,11,6
308,India,Bihar,Patna,"Samanpura, Patna - BSPCB",PM2.5,60,213,106
316,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",PM10,66,181,85
319,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",SO2,6,9,7
325,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",NH3,1,2,1
326,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",SO2,6,7,7
332,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",NH3,NA,NA,NA
337,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",PM10,NA,NA,NA
341,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",CO,1,10,3
342,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",OZONE,8,19,12
348,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",CO,6,54,22
356,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",OZONE,1,11,4
358,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",PM10,97,401,191
41,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",CO,11,12,12
46,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",NH3,NA,NA,NA
47,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",SO2,NA,NA,NA
59,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",NO2,NA,NA,NA
61,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",SO2,NA,NA,NA
62,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",CO,20,20,20
63,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",OZONE,11,60,37
68,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",SO2,4,25,12
72,India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",PM10,43,99,67
76,India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",OZONE,2,2,2
79,India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",NO2,17,42,25
82,India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",CO,10,64,43
87,India,Assam,Guwahati,"IITG, Guwahati - PCBA",NH3,NA,NA,NA
88,India,Assam,Guwahati,"IITG, Guwahati - PCBA",SO2,NA,NA,NA
92,India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",PM10,43,500,366
97,India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",OZONE,7,190,36
98,India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",PM2.5,54,128,79
105,India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",PM2.5,40,155,97
117,India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",OZONE,4,65,13
120,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",NO2,13,26,19
126,India,Assam,Silchar,"Tarapur, Silchar - PCBA",PM10,7,55,24
127,India,Assam,Silchar,"Tarapur, Silchar - PCBA",NO2,2,20,9
130,India,Assam,Silchar,"Tarapur, Silchar - PCBA",CO,26,58,45
131,India,Assam,Silchar,"Tarapur, Silchar - PCBA",OZONE,NA,NA,NA
133,India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",PM10,42,95,60
138,India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",OZONE,1,12,2
150,India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",SO2,4,27,19
151,India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",CO,39,92,64
152,India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",OZONE,5,26,11
154,India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",PM10,NA,NA,NA
160,India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",PM2.5,33,273,95
162,India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",NO2,42,124,88
170,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",NH3,5,5,5
171,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",SO2,9,16,12
176,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",NO2,22,69,35
179,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",CO,6,36,7
361,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",SO2,10,26,13
369,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",CO,20,32,24
384,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",OZONE,2,46,10
390,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",PM2.5,1,107,46
400,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",SO2,3,9,5
401,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",CO,25,147,105
404,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",NO2,1,13,6
406,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",SO2,7,20,12
413,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",SO2,1,13,2
415,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",OZONE,2,70,24
421,India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",CO,12,32,24
425,India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",NO2,3,23,11
431,India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",PM10,NA,NA,NA
434,India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",SO2,NA,NA,NA
435,India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",CO,NA,NA,NA
438,India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",PM10,65,142,91
444,India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",PM2.5,32,61,43
454,India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",NH3,1,1,1
455,India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",SO2,10,40,17
473,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",PM10,189,447,335
484,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",CO,50,66,61
487,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",PM10,93,130,114
489,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",CO,72,88,85
496,India,Delhi,Delhi,"Bawana, Delhi - DPCC",CO,35,52,46
500,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",NO2,11,15,13
501,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",CO,121,124,123
513,India,Delhi,Delhi,"DTU, Delhi - CPCB",CO,13,33,26
514,India,Delhi,Delhi,"DTU, Delhi - CPCB",OZONE,35,47,38
522,India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",PM2.5,47,167,66
523,India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",PM10,123,201,147
524,India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",NO2,8,27,17
