# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2026-05-04
#
# GRDC-No.:              2590301
# River:                 KUMA GAWA
# Station:               HITOYOSHI
# Country:               JP
# Latitude (DD):       32.21
# Longitude (DD):      130.77
# Catchment area (km²):      1137.0
# Altitude (m ASL):        -999.00
# Next downstream station:      2590300
# Remarks:               
# Owner of original data: Japan - Ministry of Land, Infrastructure and Transport (MLIT)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1993-01 - 2003-12
# No. of years:          12
# Last update:           2018-05-30
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 4017
# DATA
YYYY-MM-DD;hh:mm; Value
2001-12-03;--:--;     27.970
2001-12-04;--:--;     27.710
2001-12-05;--:--;     26.400
2001-12-06;--:--;     24.850
2001-12-07;--:--;     24.190
2001-12-08;--:--;     23.050
2001-12-09;--:--;     22.360
2001-12-10;--:--;     22.190
2001-12-11;--:--;     21.620
2001-12-12;--:--;     21.140
2001-12-13;--:--;     43.860
2001-12-14;--:--;     34.800
2001-12-15;--:--;     28.430
2001-12-16;--:--;     26.370
2001-12-17;--:--;     31.660
2001-12-18;--:--;     33.130
2001-12-19;--:--;     28.160
2001-12-20;--:--;     27.300
2001-12-21;--:--;     25.930
2001-12-22;--:--;     25.310
2001-12-23;--:--;     24.310
2001-12-24;--:--;     23.740
2001-12-25;--:--;     26.230
2001-12-26;--:--;     26.530
2001-12-27;--:--;     24.190
2001-12-28;--:--;     23.520
2001-12-29;--:--;     22.820
2001-12-30;--:--;     22.770
2001-12-31;--:--;     22.060
2002-01-01;--:--;     22.180
2002-01-02;--:--;     22.760
2002-01-03;--:--;     22.010
2002-01-04;--:--;     21.240
2002-01-05;--:--;     20.990
2002-01-06;--:--;     20.540
2002-01-07;--:--;     20.330
2002-01-08;--:--;     20.690
2002-01-09;--:--;     20.410
2002-01-10;--:--;     19.810
2002-01-11;--:--;     19.570
2002-01-12;--:--;     19.160
2002-01-13;--:--;     18.870
2002-01-14;--:--;     20.550
2002-01-15;--:--;     25.260
2002-01-16;--:--;     50.610
2002-01-17;--:--;     58.320
2002-01-18;--:--;     56.270
2002-01-19;--:--;     52.020
2002-01-20;--:--;     48.770
2002-01-21;--:--;     45.520
2002-01-22;--:--;     32.680
2002-01-23;--:--;     30.370
2002-01-24;--:--;     28.510
2002-01-25;--:--;     27.230
2002-01-26;--:--;     32.860
2002-01-27;--:--;     37.880
2002-01-28;--:--;     36.400
2002-01-29;--:--;     33.830
2002-01-30;--:--;     31.140
2002-01-31;--:--;     29.880
2002-02-01;--:--;     27.960
2002-02-02;--:--;     33.550
2002-02-03;--:--;     33.700
2002-02-04;--:--;     30.990
2002-02-05;--:--;     25.690
2002-02-06;--:--;     24.740
2002-02-07;--:--;     24.110
2002-02-08;--:--;     22.870
2002-02-09;--:--;     23.020
2002-02-10;--:--;     22.120
2002-02-11;--:--;     22.060
2002-02-12;--:--;     21.690
2002-02-13;--:--;     21.300
2002-02-14;--:--;     21.070
2002-02-15;--:--;     20.490
2002-02-16;--:--;     19.700
2002-02-17;--:--;     23.140
2002-02-18;--:--;     24.220
2002-02-19;--:--;     20.650
2002-02-20;--:--;     20.080
2002-02-21;--:--;     25.520
2002-02-22;--:--;     29.000
2002-02-23;--:--;     27.900
2002-02-24;--:--;     24.960
2002-02-25;--:--;     24.590
2002-02-26;--:--;     24.290
2002-02-27;--:--;     34.960
2002-02-28;--:--;     70.690
2002-03-01;--:--;     77.240
2002-03-02;--:--;     66.080
2002-03-03;--:--;     61.250
2002-03-04;--:--;     54.470
2002-03-05;--:--;     57.300
2002-03-06;--:--;    114.430
2002-03-07;--:--;    100.870
2002-03-08;--:--;     85.520
2002-03-09;--:--;     76.960
2002-03-10;--:--;     71.640
2002-03-11;--:--;     60.860
2002-03-12;--:--;     43.120
2002-03-13;--:--;     40.550
2002-03-14;--:--;     39.630
2002-03-15;--:--;     39.730
2002-03-16;--:--;     38.210
2002-03-17;--:--;     36.030
2002-03-18;--:--;     34.230
2002-03-19;--:--;     31.780
2002-03-20;--:--;     30.630
2002-03-21;--:--;     28.770
2002-03-22;--:--;     33.740
2002-03-23;--:--;     31.970
2002-03-24;--:--;     30.210
2002-03-25;--:--;     26.360
2002-03-26;--:--;     28.300
2002-03-27;--:--;     36.870
2002-03-28;--:--;     37.060
2002-03-29;--:--;     43.390
2002-03-30;--:--;     42.540
2002-03-31;--:--;     32.700
2002-04-01;--:--;     32.070
2002-04-02;--:--;     31.590
2002-04-03;--:--;     30.410
2002-04-04;--:--;     28.930
2002-04-05;--:--;     27.330
2002-04-06;--:--;     29.510
2002-04-07;--:--;     62.840
2002-04-08;--:--;     42.270
2002-04-09;--:--;     36.040
2002-04-10;--:--;     32.130
2002-04-11;--:--;     33.500
2002-04-12;--:--;     38.640
2002-04-13;--:--;     31.830
2002-04-14;--:--;     29.130
2002-04-15;--:--;     29.120
2002-04-16;--:--;     28.600
2002-04-17;--:--;     47.720
2002-04-18;--:--;     43.040
2002-04-19;--:--;     37.050
2002-04-20;--:--;     43.570
2002-04-21;--:--;    131.320
2002-04-22;--:--;     99.510
2002-04-23;--:--;    127.640
2002-04-24;--:--;    110.670
2002-04-25;--:--;     89.720
2002-04-26;--:--;     74.870
2002-04-27;--:--;     66.780
2002-04-28;--:--;     59.100
2002-04-29;--:--;     55.790
2002-04-30;--:--;     53.090
2002-05-01;--:--;    103.300
2002-05-02;--:--;     88.920
2002-05-03;--:--;     78.580
2002-05-04;--:--;     82.090
2002-05-05;--:--;     75.360
2002-05-06;--:--;     74.290
2002-05-07;--:--;     71.240
2002-05-08;--:--;     65.750
2002-05-09;--:--;     48.520
2002-05-10;--:--;     66.550
2002-05-11;--:--;     72.600
2002-05-12;--:--;     68.020
2002-05-13;--:--;     62.920
2002-05-14;--:--;     58.260
2002-05-15;--:--;    177.860
2002-05-16;--:--;    317.290
2002-05-17;--:--;    177.440
2002-05-18;--:--;    133.150
2002-05-19;--:--;    107.160
2002-05-20;--:--;     89.550
2002-05-21;--:--;     77.390
2002-05-22;--:--;     72.270
2002-05-23;--:--;     67.820
2002-05-24;--:--;     58.230
2002-05-25;--:--;     51.580
2002-05-26;--:--;     47.150
2002-05-27;--:--;     43.910
2002-05-28;--:--;     40.020
2002-05-29;--:--;     38.560
2002-05-30;--:--;     38.710
2002-05-31;--:--;     48.840
2002-06-01;--:--;     37.090
2002-06-02;--:--;     33.740
2002-06-03;--:--;     31.950
2002-06-04;--:--;     31.020
2002-06-05;--:--;     30.700
2002-06-06;--:--;     32.540
2002-06-07;--:--;     29.220
2002-06-08;--:--;     28.870
2002-06-09;--:--;     29.060
2002-06-10;--:--;     30.260
2002-06-11;--:--;     43.210
2002-06-12;--:--;     44.610
2002-06-13;--:--;     30.970
2002-06-14;--:--;     28.830
2002-06-15;--:--;     27.550
2002-06-16;--:--;     27.390
2002-06-17;--:--;     31.290
2002-06-18;--:--;     46.410
2002-06-19;--:--;     30.000
2002-06-20;--:--;     95.140
2002-06-21;--:--;     62.190
2002-06-22;--:--;     44.140
2002-06-23;--:--;     36.860
2002-06-24;--:--;     48.750
2002-06-25;--:--;     60.040
2002-06-26;--:--;     44.020
2002-06-27;--:--;     40.450
2002-06-28;--:--;     39.400
2002-06-29;--:--;    342.910
2002-06-30;--:--;    860.510
2002-07-01;--:--;    544.320
2002-07-02;--:--;    266.210
2002-07-03;--:--;    180.260
2002-07-04;--:--;    144.690
2002-07-05;--:--;    147.360
2002-07-06;--:--;    357.880
2002-07-07;--:--;    244.580
2002-07-08;--:--;    173.510
2002-07-09;--:--;    161.090
2002-07-10;--:--;    123.220
2002-07-11;--:--;     93.090
2002-07-12;--:--;     79.360
2002-07-13;--:--;     86.810
2002-07-14;--:--;     68.120
2002-07-15;--:--;     66.810
2002-07-16;--:--;     63.210
2002-07-17;--:--;    153.080
2002-07-18;--:--;    109.230
2002-07-19;--:--;    290.270
2002-07-20;--:--;    335.720
2002-07-21;--:--;    208.900
2002-07-22;--:--;    153.440
2002-07-23;--:--;    121.440
2002-07-24;--:--;    105.370
2002-07-25;--:--;    118.570
2002-07-26;--:--;    361.860
2002-07-27;--:--;    233.120
2002-07-28;--:--;    167.830
2002-07-29;--:--;    124.410
2002-07-30;--:--;    107.130
2002-07-31;--:--;     98.840
2002-08-01;--:--;     76.970
2002-08-02;--:--;     63.230
2002-08-03;--:--;     58.760
2002-08-04;--:--;     54.980
2002-08-05;--:--;     47.830
2002-08-06;--:--;     44.970
2002-08-07;--:--;     44.070
2002-08-08;--:--;     41.420
2002-08-09;--:--;     39.590
2002-08-10;--:--;     41.870
2002-08-11;--:--;     49.430
2002-08-12;--:--;     45.010
2002-08-13;--:--;     39.630
2002-08-14;--:--;     39.550
2002-08-15;--:--;     45.550
2002-08-16;--:--;     37.950
2002-08-17;--:--;     58.850
2002-08-18;--:--;     38.180
2002-08-19;--:--;     34.540
2002-08-20;--:--;     31.690
2002-08-21;--:--;     30.890
2002-08-22;--:--;     30.280
2002-08-23;--:--;     29.970
2002-08-24;--:--;     90.040
2002-08-25;--:--;    103.120
2002-08-26;--:--;     58.750
2002-08-27;--:--;     62.890
2002-08-28;--:--;     92.750
2002-08-29;--:--;     86.790
2002-08-30;--:--;    636.610
2002-08-31;--:--;    799.080
2002-09-01;--:--;    482.550
2002-09-02;--:--;    276.160
2002-09-03;--:--;    186.470
2002-09-04;--:--;    139.460
2002-09-05;--:--;    111.470
2002-09-06;--:--;     86.950
2002-09-07;--:--;     75.840
2002-09-08;--:--;     67.800
2002-09-09;--:--;     60.520
2002-09-10;--:--;     56.320
2002-09-11;--:--;     54.060
2002-09-12;--:--;     49.410
2002-09-13;--:--;     46.770
2002-09-14;--:--;     44.670
2002-09-15;--:--;     43.760
2002-09-16;--:--;     45.440
2002-09-17;--:--;    140.940
2002-09-18;--:--;     67.630
2002-09-19;--:--;     54.340
2002-09-20;--:--;     50.600
2002-09-21;--:--;     46.930
2002-09-22;--:--;     44.470
2002-09-23;--:--;     42.360
2002-09-24;--:--;     40.990
2002-09-25;--:--;     39.920
2002-09-26;--:--;     39.180
2002-09-27;--:--;     38.880
2002-09-28;--:--;     38.110
2002-09-29;--:--;     36.630
2002-09-30;--:--;     35.310
2002-10-01;--:--;     30.720
2002-10-02;--:--;     29.100
2002-10-03;--:--;     28.280
2002-10-04;--:--;     27.750
2002-10-05;--:--;     27.240
2002-10-06;--:--;     28.000
2002-10-07;--:--;     28.860
2002-10-08;--:--;     26.190
2002-10-09;--:--;     25.480
2002-10-10;--:--;     24.960
2002-10-11;--:--;     24.840
2002-10-12;--:--;     24.240
2002-10-13;--:--;     24.040
2002-10-14;--:--;     23.600
2002-10-15;--:--;     23.790
2002-10-16;--:--;     24.510
2002-10-17;--:--;     22.390
2002-10-18;--:--;     22.400
2002-10-19;--:--;     34.750
2002-10-20;--:--;     27.710
2002-10-21;--:--;     34.050
2002-10-22;--:--;     26.720
2002-10-23;--:--;     22.670
2002-10-24;--:--;     22.830
2002-10-25;--:--;     22.030
2002-10-26;--:--;     21.620
2002-10-27;--:--;     20.610
2002-10-28;--:--;     20.270
2002-10-29;--:--;     21.690
2002-10-30;--:--;     21.070
2002-10-31;--:--;     20.830
2002-11-01;--:--;     23.880
2002-11-02;--:--;     21.270
2002-11-03;--:--;     20.750
2002-11-04;--:--;     25.730
2002-11-05;--:--;     23.090
2002-11-06;--:--;     21.360
2002-11-07;--:--;     19.170
2002-11-08;--:--;     34.460
2002-11-09;--:--;     35.010
2002-11-10;--:--;     27.430
2002-11-11;--:--;     25.270
2002-11-12;--:--;     29.670
2002-11-13;--:--;     30.920
2002-11-14;--:--;     26.950
2002-11-15;--:--;     29.040
2002-11-16;--:--;     26.060
2002-11-17;--:--;     24.310
2002-11-18;--:--;     23.300
2002-11-19;--:--;     22.480
2002-11-20;--:--;     21.870
2002-11-21;--:--;     21.560
2002-11-22;--:--;     22.410
2002-11-23;--:--;     21.100
2002-11-24;--:--;     20.550
2002-11-25;--:--;     20.030
2002-11-26;--:--;     19.380
2002-11-27;--:--;     19.140
2002-11-28;--:--;     18.710
2002-11-29;--:--;     19.470
2002-11-30;--:--;     21.760
2002-12-01;--:--;     25.790
2002-12-02;--:--;     21.550
2002-12-03;--:--;     23.810
2002-12-04;--:--;    122.470
2002-12-05;--:--;     59.360
2002-12-06;--:--;     40.360
2002-12-07;--:--;     40.320
2002-12-08;--:--;     37.640
2002-12-09;--:--;     35.060
2002-12-10;--:--;     32.500
2002-12-11;--:--;     30.240
2002-12-12;--:--;     30.360
2002-12-13;--:--;     29.890
2002-12-14;--:--;     28.240
2002-12-15;--:--;     26.310
2002-12-16;--:--;     29.560
2002-12-17;--:--;     31.240
2002-12-18;--:--;     28.180
2002-12-19;--:--;     59.310
2002-12-20;--:--;     58.640
2002-12-21;--:--;     64.630
2002-12-22;--:--;     64.870
2002-12-23;--:--;     56.630
2002-12-24;--:--;     51.360
2002-12-25;--:--;     47.970
2002-12-26;--:--;     46.100
2002-12-27;--:--;     42.610
2002-12-28;--:--;     40.780
2002-12-29;--:--;     38.820
2002-12-30;--:--;     37.410
2002-12-31;--:--;     36.170
2003-01-01;--:--;     35.380
2003-01-02;--:--;     28.770
2003-01-03;--:--;     32.560
2003-01-04;--:--;     37.310
2003-01-05;--:--;     33.500
2003-01-06;--:--;     29.550
2003-01-07;--:--;     28.610
2003-01-08;--:--;     27.880
2003-01-09;--:--;     28.680
2003-01-10;--:--;     28.090
2003-01-11;--:--;     27.570
2003-01-12;--:--;     26.900
2003-01-13;--:--;     25.060
2003-01-14;--:--;     24.400
2003-01-15;--:--;     23.820
2003-01-16;--:--;     22.940
2003-01-17;--:--;     22.730
2003-01-18;--:--;     22.430
2003-01-19;--:--;     22.120
2003-01-20;--:--;     22.940
2003-01-21;--:--;     23.500
2003-01-22;--:--;     20.810
2003-01-23;--:--;     40.680
2003-01-24;--:--;     39.440
2003-01-25;--:--;     31.940
2003-01-26;--:--;     30.390
2003-01-27;--:--;     43.090
2003-01-28;--:--;     57.950
2003-01-29;--:--;     53.210
2003-01-30;--:--;     49.640
2003-01-31;--:--;     46.680
2003-02-01;--:--;     46.100
2003-02-02;--:--;     38.310
2003-02-03;--:--;     34.790
2003-02-04;--:--;     33.390
2003-02-05;--:--;     32.610
2003-02-06;--:--;     29.350
2003-02-07;--:--;     29.570
2003-02-08;--:--;     44.230
2003-02-09;--:--;     78.660
2003-02-10;--:--;     66.480
2003-02-11;--:--;     58.350
2003-02-12;--:--;     53.500
2003-02-13;--:--;     43.230
2003-02-14;--:--;     41.190
2003-02-15;--:--;     39.130
2003-02-16;--:--;     41.070
2003-02-17;--:--;     37.070
2003-02-18;--:--;     32.740
2003-02-19;--:--;     30.960
2003-02-20;--:--;     30.090
2003-02-21;--:--;     28.450
2003-02-22;--:--;     31.710
2003-02-23;--:--;     73.200
2003-02-24;--:--;     71.080
2003-02-25;--:--;     64.700
2003-02-26;--:--;     57.380
2003-02-27;--:--;     53.850
2003-02-28;--:--;     45.820
2003-03-01;--:--;     86.800
2003-03-02;--:--;    112.160
2003-03-03;--:--;    102.050
2003-03-04;--:--;     95.540
2003-03-05;--:--;     84.850
2003-03-06;--:--;     90.300
2003-03-07;--:--;     87.320
2003-03-08;--:--;     81.000
2003-03-09;--:--;     75.580
2003-03-10;--:--;     70.230
2003-03-11;--:--;     65.270
2003-03-12;--:--;     61.590
2003-03-13;--:--;     54.560
2003-03-14;--:--;     45.450
2003-03-15;--:--;     50.250
2003-03-16;--:--;     86.380
2003-03-17;--:--;    129.850
2003-03-18;--:--;    104.070
2003-03-19;--:--;     87.700
2003-03-20;--:--;     76.230
2003-03-21;--:--;     65.510
2003-03-22;--:--;     69.410
2003-03-23;--:--;     58.600
2003-03-24;--:--;     54.950
2003-03-25;--:--;     52.030
2003-03-26;--:--;     47.040
2003-03-27;--:--;     44.920
2003-03-28;--:--;     44.180
2003-03-29;--:--;     40.160
2003-03-30;--:--;     37.030
2003-03-31;--:--;     35.100
2003-04-01;--:--;     76.420
2003-04-02;--:--;     76.300
2003-04-03;--:--;     63.440
2003-04-04;--:--;     66.270
2003-04-05;--:--;     66.530
2003-04-06;--:--;     60.170
2003-04-07;--:--;     56.040
2003-04-08;--:--;     60.800
2003-04-09;--:--;     55.520
2003-04-10;--:--;     51.000
2003-04-11;--:--;     63.460
2003-04-12;--:--;    120.620
2003-04-13;--:--;     98.520
2003-04-14;--:--;     85.800
2003-04-15;--:--;     73.730
2003-04-16;--:--;     64.900
2003-04-17;--:--;     58.970
2003-04-18;--:--;     55.230
2003-04-19;--:--;     50.750
2003-04-20;--:--;     52.690
2003-04-21;--:--;     50.150
2003-04-22;--:--;     45.920
2003-04-23;--:--;     44.390
2003-04-24;--:--;    144.330
2003-04-25;--:--;    154.230
2003-04-26;--:--;    159.240
2003-04-27;--:--;    126.400
2003-04-28;--:--;    108.090
2003-04-29;--:--;     95.480
2003-04-30;--:--;    100.060
2003-05-01;--:--;     83.000
2003-05-02;--:--;     74.830
2003-05-03;--:--;     68.860
2003-05-04;--:--;     63.520
2003-05-05;--:--;     58.690
2003-05-06;--:--;     60.330
2003-05-07;--:--;     61.020
2003-05-08;--:--;    128.940
2003-05-09;--:--;     98.320
2003-05-10;--:--;     84.290
2003-05-11;--:--;     76.060
2003-05-12;--:--;     69.650
2003-05-13;--:--;     73.460
2003-05-14;--:--;    174.960
2003-05-15;--:--;    141.490
2003-05-16;--:--;    113.210
2003-05-17;--:--;     97.960
2003-05-18;--:--;     88.140
2003-05-19;--:--;     82.350
2003-05-20;--:--;     74.300
2003-05-21;--:--;     67.370
2003-05-22;--:--;     61.840
2003-05-23;--:--;     56.080
2003-05-24;--:--;     51.010
2003-05-25;--:--;     51.570
2003-05-26;--:--;     52.890
2003-05-27;--:--;     53.000
2003-05-28;--:--;     44.790
2003-05-29;--:--;     42.760
2003-05-30;--:--;     48.800
2003-05-31;--:--;     70.540
2003-06-01;--:--;     68.470
2003-06-02;--:--;     54.290
2003-06-03;--:--;     48.750
2003-06-04;--:--;     46.150
2003-06-05;--:--;     43.020
2003-06-06;--:--;     39.990
2003-06-07;--:--;     38.660
2003-06-08;--:--;     37.550
2003-06-09;--:--;     37.690
2003-06-10;--:--;     37.430
2003-06-11;--:--;     32.020
2003-06-12;--:--;     40.220
2003-06-13;--:--;     60.250
2003-06-14;--:--;     83.920
2003-06-15;--:--;     76.700
2003-06-16;--:--;     57.740
2003-06-17;--:--;    242.190
2003-06-18;--:--;    959.920
2003-06-19;--:--;    755.520
2003-06-20;--:--;    474.530
2003-06-21;--:--;    262.350
2003-06-22;--:--;    281.930
2003-06-23;--:--;    528.360
2003-06-24;--:--;    620.590
2003-06-25;--:--;    567.120
2003-06-26;--:--;    338.200
2003-06-27;--:--;    246.570
2003-06-28;--:--;    283.160
2003-06-29;--:--;    377.620
2003-06-30;--:--;    272.570
2003-07-01;--:--;    206.200
2003-07-02;--:--;    183.370
2003-07-03;--:--;    162.550
2003-07-04;--:--;    397.250
2003-07-05;--:--;    319.990
2003-07-06;--:--;    211.040
2003-07-07;--:--;    165.800
2003-07-08;--:--;    136.810
2003-07-09;--:--;    114.580
2003-07-10;--:--;    103.630
2003-07-11;--:--;     95.630
2003-07-12;--:--;     91.380
2003-07-13;--:--;     95.380
2003-07-14;--:--;    140.680
2003-07-15;--:--;    117.450
2003-07-16;--:--;     98.950
2003-07-17;--:--;     83.430
2003-07-18;--:--;     78.680
2003-07-19;--:--;    104.610
2003-07-20;--:--;    422.990
2003-07-21;--:--;    329.070
2003-07-22;--:--;    210.880
2003-07-23;--:--;    154.070
2003-07-24;--:--;    178.210
2003-07-25;--:--;    142.320
2003-07-26;--:--;    123.640
2003-07-27;--:--;    109.120
2003-07-28;--:--;     98.280
2003-07-29;--:--;     97.990
2003-07-30;--:--;    144.480
2003-07-31;--:--;    101.870
2003-08-01;--:--;     81.650
2003-08-02;--:--;     73.890
2003-08-03;--:--;     67.550
2003-08-04;--:--;     81.850
2003-08-05;--:--;     90.040
2003-08-06;--:--;     88.030
2003-08-07;--:--;    285.380
2003-08-08;--:--;   1340.380
2003-08-09;--:--;    578.470
2003-08-10;--:--;    313.720
2003-08-11;--:--;    206.320
2003-08-12;--:--;    365.780
2003-08-13;--:--;    207.790
2003-08-14;--:--;    238.650
2003-08-15;--:--;    213.430
2003-08-16;--:--;    177.220
2003-08-17;--:--;    161.520
2003-08-18;--:--;    150.570
2003-08-19;--:--;    129.210
2003-08-20;--:--;    109.070
2003-08-21;--:--;    101.300
2003-08-22;--:--;     96.400
2003-08-23;--:--;     85.580
2003-08-24;--:--;     77.730
2003-08-25;--:--;     71.280
2003-08-26;--:--;     96.050
2003-08-27;--:--;     81.870
2003-08-28;--:--;     72.270
2003-08-29;--:--;     96.030
2003-08-30;--:--;     97.460
2003-08-31;--:--;     80.450
2003-09-01;--:--;     69.320
2003-09-02;--:--;     65.500
2003-09-03;--:--;     61.420
2003-09-04;--:--;     55.910
2003-09-05;--:--;     51.350
2003-09-06;--:--;     47.980
2003-09-07;--:--;     47.920
2003-09-08;--:--;     46.800
2003-09-09;--:--;     44.670
2003-09-10;--:--;     47.280
2003-09-11;--:--;     50.120
2003-09-12;--:--;     64.390
2003-09-13;--:--;     63.340
2003-09-14;--:--;     48.000
2003-09-15;--:--;     42.960
2003-09-16;--:--;     40.790
2003-09-17;--:--;     39.500
2003-09-18;--:--;     38.470
2003-09-19;--:--;     37.650
2003-09-20;--:--;     38.880
2003-09-21;--:--;     38.270
2003-09-22;--:--;     35.750
2003-09-23;--:--;     34.770
2003-09-24;--:--;     34.230
2003-09-25;--:--;     34.090
2003-09-26;--:--;     33.910
2003-09-27;--:--;     32.150
2003-09-28;--:--;     29.790
2003-09-29;--:--;     29.030
2003-09-30;--:--;     27.830
2003-10-01;--:--;     24.750
2003-10-02;--:--;     24.170
2003-10-03;--:--;     23.770
2003-10-04;--:--;     23.300
2003-10-05;--:--;     24.410
2003-10-06;--:--;     25.080
2003-10-07;--:--;     25.590
2003-10-08;--:--;     24.680
2003-10-09;--:--;     23.770
2003-10-10;--:--;     23.070
2003-10-11;--:--;     22.200
2003-10-12;--:--;     24.170
2003-10-13;--:--;     26.330
2003-10-14;--:--;     36.630
2003-10-15;--:--;     31.590
2003-10-16;--:--;     23.830
2003-10-17;--:--;     22.280
2003-10-18;--:--;     21.840
2003-10-19;--:--;     22.020
2003-10-20;--:--;     21.740
2003-10-21;--:--;     21.420
2003-10-22;--:--;     20.510
2003-10-23;--:--;     19.950
2003-10-24;--:--;     18.380
2003-10-25;--:--;     18.350
2003-10-26;--:--;     18.780
2003-10-27;--:--;     18.710
2003-10-28;--:--;     18.490
2003-10-29;--:--;     17.270
2003-10-30;--:--;     17.150
2003-10-31;--:--;     17.170
2003-11-01;--:--;     17.050
2003-11-02;--:--;     18.060
2003-11-03;--:--;     42.480
2003-11-04;--:--;     26.450
2003-11-05;--:--;     33.800
2003-11-06;--:--;    195.490
2003-11-07;--:--;     83.820
2003-11-08;--:--;     56.590
2003-11-09;--:--;     45.390
2003-11-10;--:--;     42.450
2003-11-11;--:--;     42.090
2003-11-12;--:--;     36.030
2003-11-13;--:--;     33.440
2003-11-14;--:--;     31.470
2003-11-15;--:--;     30.220
2003-11-16;--:--;     28.990
2003-11-17;--:--;     27.530
2003-11-18;--:--;     26.510
2003-11-19;--:--;     26.130
2003-11-20;--:--;     26.600
2003-11-21;--:--;     31.700
2003-11-22;--:--;     29.640
2003-11-23;--:--;     27.770
2003-11-24;--:--;     27.000
2003-11-25;--:--;     25.960
2003-11-26;--:--;     24.760
2003-11-27;--:--;     28.960
2003-11-28;--:--;     38.290
2003-11-29;--:--;     31.690
2003-11-30;--:--;     28.080
2003-12-01;--:--;     27.200
2003-12-02;--:--;     25.920
2003-12-03;--:--;     24.420
2003-12-04;--:--;     24.210
2003-12-05;--:--;     25.810
2003-12-06;--:--;     27.160
2003-12-07;--:--;     26.630
2003-12-08;--:--;     25.150
2003-12-09;--:--;     24.330
2003-12-10;--:--;     22.230
2003-12-11;--:--;     34.000
2003-12-12;--:--;     36.300
2003-12-13;--:--;     29.760
2003-12-14;--:--;     27.460
2003-12-15;--:--;     27.010
2003-12-16;--:--;     26.140
2003-12-17;--:--;     24.110
2003-12-18;--:--;     23.050
2003-12-19;--:--;     21.670
2003-12-20;--:--;     21.120
2003-12-21;--:--;     20.550
2003-12-22;--:--;     20.090
2003-12-23;--:--;     20.010
2003-12-24;--:--;     19.280
2003-12-25;--:--;     18.910
2003-12-26;--:--;     20.480
2003-12-27;--:--;     23.350
2003-12-28;--:--;     24.930
2003-12-29;--:--;     23.310
2003-12-30;--:--;     23.400
2003-12-31;--:--;     24.760
