# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2026-05-04
#
# GRDC-No.:              2590230
# River:                 SENDAI GAWA
# Station:               ONOBUCHI
# Country:               JP
# Latitude (DD):       31.86
# Longitude (DD):      130.34
# Catchment area (km²):      1348.0
# Altitude (m ASL):        -999.00
# Next downstream station:      -
# Remarks:               
# Owner of original data: Japan - Ministry of Land, Infrastructure and Transport (MLIT)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1993-01 - 2003-12
# No. of years:          12
# Last update:           2018-05-30
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 4017
# DATA
YYYY-MM-DD;hh:mm; Value
2001-02-21;--:--;     47.470
2001-02-22;--:--;     46.200
2001-02-23;--:--;     42.600
2001-02-24;--:--;     45.340
2001-02-25;--:--;     42.280
2001-02-26;--:--;     40.660
2001-02-27;--:--;     44.880
2001-02-28;--:--;     55.230
2001-03-01;--:--;     75.200
2001-03-02;--:--;     79.330
2001-03-03;--:--;     47.360
2001-03-04;--:--;     54.280
2001-03-05;--:--;     58.290
2001-03-06;--:--;     62.390
2001-03-07;--:--;     70.700
2001-03-08;--:--;     68.920
2001-03-09;--:--;     84.970
2001-03-10;--:--;     47.640
2001-03-11;--:--;     39.490
2001-03-12;--:--;     55.780
2001-03-13;--:--;     64.030
2001-03-14;--:--;     44.030
2001-03-15;--:--;     41.890
2001-03-16;--:--;     38.180
2001-03-17;--:--;     62.940
2001-03-18;--:--;     44.870
2001-03-19;--:--;     43.530
2001-03-20;--:--;     35.760
2001-03-21;--:--;     40.090
2001-03-22;--:--;     42.980
2001-03-23;--:--;     40.640
2001-03-24;--:--;     36.070
2001-03-25;--:--;     39.700
2001-03-26;--:--;     45.140
2001-03-27;--:--;     41.850
2001-03-28;--:--;     39.500
2001-03-29;--:--;     46.210
2001-03-30;--:--;     44.940
2001-03-31;--:--;     36.350
2001-04-01;--:--;     34.010
2001-04-02;--:--;     37.450
2001-04-03;--:--;     70.480
2001-04-04;--:--;     58.260
2001-04-05;--:--;     49.690
2001-04-06;--:--;     45.310
2001-04-07;--:--;     39.440
2001-04-08;--:--;     36.050
2001-04-09;--:--;     40.320
2001-04-10;--:--;     40.650
2001-04-11;--:--;     41.950
2001-04-12;--:--;     36.350
2001-04-13;--:--;     35.630
2001-04-14;--:--;     31.940
2001-04-15;--:--;     31.490
2001-04-16;--:--;     36.570
2001-04-17;--:--;     40.640
2001-04-18;--:--;     38.390
2001-04-19;--:--;     36.880
2001-04-20;--:--;     32.050
2001-04-21;--:--;     46.830
2001-04-22;--:--;     50.280
2001-04-23;--:--;     40.310
2001-04-24;--:--;     36.110
2001-04-25;--:--;     35.430
2001-04-26;--:--;     33.060
2001-04-27;--:--;     31.960
2001-04-28;--:--;     33.010
2001-04-29;--:--;     50.070
2001-04-30;--:--;     59.980
2001-05-01;--:--;     47.340
2001-05-02;--:--;     47.260
2001-05-03;--:--;     42.930
2001-05-04;--:--;     40.950
2001-05-05;--:--;     37.880
2001-05-06;--:--;     39.810
2001-05-07;--:--;     50.810
2001-05-08;--:--;     48.090
2001-05-09;--:--;     45.340
2001-05-10;--:--;     44.590
2001-05-11;--:--;     42.870
2001-05-12;--:--;     45.980
2001-05-13;--:--;     40.520
2001-05-14;--:--;     36.560
2001-05-15;--:--;     33.250
2001-05-16;--:--;     32.700
2001-05-17;--:--;     40.590
2001-05-18;--:--;     39.290
2001-05-19;--:--;     38.700
2001-05-20;--:--;     34.180
2001-05-21;--:--;     34.410
2001-05-22;--:--;     34.920
2001-05-23;--:--;     34.340
2001-05-24;--:--;     28.310
2001-05-25;--:--;     28.390
2001-05-26;--:--;     26.270
2001-05-27;--:--;     25.270
2001-05-28;--:--;     24.200
2001-05-29;--:--;     23.990
2001-05-30;--:--;     27.150
2001-05-31;--:--;     29.880
2001-06-01;--:--;     32.560
2001-06-02;--:--;     24.300
2001-06-03;--:--;     24.030
2001-06-04;--:--;     24.360
2001-06-05;--:--;     31.570
2001-06-06;--:--;     54.290
2001-06-07;--:--;     48.140
2001-06-08;--:--;     37.750
2001-06-09;--:--;     22.820
2001-06-10;--:--;     21.390
2001-06-11;--:--;     20.940
2001-06-12;--:--;     20.630
2001-06-13;--:--;     80.440
2001-06-14;--:--;    269.940
2001-06-15;--:--;     94.600
2001-06-16;--:--;     49.990
2001-06-17;--:--;     38.560
2001-06-18;--:--;     36.770
2001-06-19;--:--;     88.180
2001-06-20;--:--;    837.720
2001-06-21;--:--;   1209.270
2001-06-22;--:--;    769.010
2001-06-23;--:--;    875.940
2001-06-24;--:--;    406.270
2001-06-25;--:--;    194.780
2001-06-26;--:--;    154.670
2001-06-27;--:--;    145.320
2001-06-28;--:--;    405.680
2001-06-29;--:--;    244.980
2001-06-30;--:--;    146.660
2001-07-01;--:--;    111.470
2001-07-02;--:--;     98.110
2001-07-03;--:--;     75.920
2001-07-04;--:--;     63.590
2001-07-05;--:--;     62.940
2001-07-06;--:--;    150.000
2001-07-07;--:--;    330.490
2001-07-08;--:--;    217.260
2001-07-09;--:--;    134.010
2001-07-10;--:--;    128.380
2001-07-11;--:--;    105.190
2001-07-12;--:--;    146.520
2001-07-13;--:--;    146.790
2001-07-14;--:--;    123.250
2001-07-15;--:--;    115.360
2001-07-16;--:--;    105.950
2001-07-17;--:--;    138.640
2001-07-18;--:--;    211.490
2001-07-19;--:--;    157.360
2001-07-20;--:--;    112.380
2001-07-21;--:--;     78.010
2001-07-22;--:--;     68.920
2001-07-23;--:--;     68.450
2001-07-24;--:--;     65.200
2001-07-25;--:--;     62.030
2001-07-26;--:--;     62.130
2001-07-27;--:--;     57.160
2001-07-28;--:--;     48.660
2001-07-29;--:--;     45.880
2001-07-30;--:--;     60.090
2001-07-31;--:--;     50.670
2001-08-01;--:--;     48.650
2001-08-02;--:--;     44.760
2001-08-03;--:--;     42.790
2001-08-04;--:--;     37.250
2001-08-05;--:--;     34.390
2001-08-06;--:--;     38.260
2001-08-07;--:--;     39.530
2001-08-08;--:--;     35.900
2001-08-09;--:--;     35.060
2001-08-10;--:--;     44.660
2001-08-11;--:--;     44.520
2001-08-12;--:--;     45.550
2001-08-13;--:--;     43.750
2001-08-14;--:--;     39.270
2001-08-15;--:--;     38.630
2001-08-16;--:--;     33.700
2001-08-17;--:--;     31.570
2001-08-18;--:--;     44.740
2001-08-19;--:--;     44.630
2001-08-20;--:--;     41.050
2001-08-21;--:--;     41.390
2001-08-22;--:--;     37.970
2001-08-23;--:--;     30.730
2001-08-24;--:--;     30.860
2001-08-25;--:--;     26.970
2001-08-26;--:--;     31.970
2001-08-27;--:--;     38.520
2001-08-28;--:--;     34.810
2001-08-29;--:--;     32.190
2001-08-30;--:--;     39.010
2001-08-31;--:--;     57.250
2001-09-01;--:--;     37.260
2001-09-02;--:--;     48.800
2001-09-03;--:--;     59.610
2001-09-04;--:--;     42.510
2001-09-05;--:--;     43.170
2001-09-06;--:--;     90.880
2001-09-07;--:--;     96.460
2001-09-08;--:--;     62.670
2001-09-09;--:--;     48.820
2001-09-10;--:--;     59.920
2001-09-11;--:--;     47.020
2001-09-12;--:--;     41.350
2001-09-13;--:--;     36.830
2001-09-14;--:--;     44.120
2001-09-15;--:--;     48.110
2001-09-16;--:--;     61.040
2001-09-17;--:--;     68.810
2001-09-18;--:--;     57.070
2001-09-19;--:--;     53.740
2001-09-20;--:--;     51.320
2001-09-21;--:--;     51.190
2001-09-22;--:--;     51.250
2001-09-23;--:--;     56.570
2001-09-24;--:--;     55.320
2001-09-25;--:--;     58.500
2001-09-26;--:--;     58.810
2001-09-27;--:--;     58.770
2001-09-28;--:--;     60.050
2001-09-29;--:--;     58.940
2001-09-30;--:--;     71.960
2001-10-01;--:--;    124.620
2001-10-02;--:--;     68.830
2001-10-03;--:--;     62.930
2001-10-04;--:--;     56.750
2001-10-05;--:--;     54.070
2001-10-06;--:--;     52.550
2001-10-07;--:--;     50.550
2001-10-08;--:--;     48.510
2001-10-09;--:--;     49.670
2001-10-10;--:--;     47.620
2001-10-11;--:--;     47.620
2001-10-12;--:--;     44.620
2001-10-13;--:--;     45.440
2001-10-14;--:--;     43.150
2001-10-15;--:--;     42.710
2001-10-16;--:--;     87.640
2001-10-17;--:--;    126.190
2001-10-18;--:--;     67.450
2001-10-19;--:--;     54.910
2001-10-20;--:--;     50.060
2001-10-21;--:--;     50.120
2001-10-22;--:--;     71.260
2001-10-23;--:--;     56.730
2001-10-24;--:--;     51.600
2001-10-25;--:--;     49.220
2001-10-26;--:--;     51.140
2001-10-27;--:--;     51.280
2001-10-28;--:--;    103.330
2001-10-29;--:--;     75.500
2001-10-30;--:--;     61.520
2001-10-31;--:--;     59.910
2001-11-01;--:--;     62.240
2001-11-02;--:--;     59.420
2001-11-03;--:--;     76.030
2001-11-04;--:--;     71.410
2001-11-05;--:--;     69.790
2001-11-06;--:--;     75.330
2001-11-07;--:--;     62.610
2001-11-08;--:--;     57.850
2001-11-09;--:--;     55.310
2001-11-10;--:--;     52.910
2001-11-11;--:--;     52.290
2001-11-12;--:--;     53.970
2001-11-13;--:--;     51.130
2001-11-14;--:--;     50.730
2001-11-15;--:--;     48.690
2001-11-16;--:--;     46.970
2001-11-17;--:--;     43.000
2001-11-18;--:--;     45.050
2001-11-19;--:--;     46.960
2001-11-20;--:--;     44.960
2001-11-21;--:--;     43.680
2001-11-22;--:--;     43.830
2001-11-23;--:--;     42.090
2001-11-24;--:--;     43.870
2001-11-25;--:--;     43.590
2001-11-26;--:--;     45.000
2001-11-27;--:--;     42.220
2001-11-28;--:--;     41.290
2001-11-29;--:--;     49.850
2001-11-30;--:--;     76.360
2001-12-01;--:--;     50.400
2001-12-02;--:--;     42.280
2001-12-03;--:--;     42.410
2001-12-04;--:--;     42.930
2001-12-05;--:--;     44.950
2001-12-06;--:--;     40.850
2001-12-07;--:--;     39.130
2001-12-08;--:--;     38.850
2001-12-09;--:--;     38.450
2001-12-10;--:--;     41.480
2001-12-11;--:--;     39.090
2001-12-12;--:--;     38.280
2001-12-13;--:--;     72.110
2001-12-14;--:--;     54.430
2001-12-15;--:--;     46.780
2001-12-16;--:--;     45.400
2001-12-17;--:--;     48.130
2001-12-18;--:--;     50.120
2001-12-19;--:--;     48.520
2001-12-20;--:--;     45.530
2001-12-21;--:--;     44.030
2001-12-22;--:--;     43.160
2001-12-23;--:--;     38.700
2001-12-24;--:--;     34.020
2001-12-25;--:--;     41.990
2001-12-26;--:--;     38.740
2001-12-27;--:--;     38.530
2001-12-28;--:--;     36.910
2001-12-29;--:--;     33.650
2001-12-30;--:--;     34.890
2001-12-31;--:--;     35.220
2002-01-01;--:--;     30.600
2002-01-02;--:--;     32.880
2002-01-03;--:--;     34.480
2002-01-04;--:--;     31.970
2002-01-05;--:--;     33.180
2002-01-06;--:--;     29.970
2002-01-07;--:--;     34.420
2002-01-08;--:--;     31.280
2002-01-09;--:--;     31.170
2002-01-10;--:--;     29.550
2002-01-11;--:--;     29.140
2002-01-12;--:--;     27.660
2002-01-13;--:--;     29.960
2002-01-14;--:--;     31.250
2002-01-15;--:--;     34.880
2002-01-16;--:--;     47.150
2002-01-17;--:--;     48.840
2002-01-18;--:--;     40.970
2002-01-19;--:--;     34.020
2002-01-20;--:--;     33.350
2002-01-21;--:--;     36.400
2002-01-22;--:--;     35.980
2002-01-23;--:--;     34.930
2002-01-24;--:--;     35.350
2002-01-25;--:--;     33.640
2002-01-26;--:--;     39.770
2002-01-27;--:--;     42.760
2002-01-28;--:--;     37.760
2002-01-29;--:--;     36.040
2002-01-30;--:--;     36.750
2002-01-31;--:--;     32.930
2002-02-01;--:--;     32.500
2002-02-02;--:--;     31.780
2002-02-03;--:--;     32.590
2002-02-04;--:--;     31.060
2002-02-05;--:--;     31.690
2002-02-06;--:--;     29.000
2002-02-07;--:--;     30.730
2002-02-08;--:--;     28.590
2002-02-09;--:--;     28.810
2002-02-10;--:--;     28.470
2002-02-11;--:--;     29.890
2002-02-12;--:--;     37.880
2002-02-13;--:--;     34.610
2002-02-14;--:--;     42.240
2002-02-15;--:--;     26.850
2002-02-16;--:--;     25.540
2002-02-17;--:--;     30.520
2002-02-18;--:--;     36.680
2002-02-19;--:--;     29.940
2002-02-20;--:--;     31.010
2002-02-21;--:--;     27.030
2002-02-22;--:--;     32.250
2002-02-23;--:--;     36.910
2002-02-24;--:--;     30.290
2002-02-25;--:--;     31.110
2002-02-26;--:--;     28.490
2002-02-27;--:--;     29.760
2002-02-28;--:--;     41.290
2002-03-01;--:--;     38.720
2002-03-02;--:--;     35.620
2002-03-03;--:--;     36.370
2002-03-04;--:--;     40.930
2002-03-05;--:--;     43.340
2002-03-06;--:--;     69.710
2002-03-07;--:--;     61.920
2002-03-08;--:--;     45.770
2002-03-09;--:--;     39.040
2002-03-10;--:--;     34.940
2002-03-11;--:--;     46.620
2002-03-12;--:--;     46.540
2002-03-13;--:--;     44.860
2002-03-14;--:--;     46.500
2002-03-15;--:--;     49.490
2002-03-16;--:--;     37.650
2002-03-17;--:--;     29.710
2002-03-18;--:--;     36.000
2002-03-19;--:--;     37.050
2002-03-20;--:--;     37.430
2002-03-21;--:--;     33.310
2002-03-22;--:--;     41.250
2002-03-23;--:--;     44.380
2002-03-24;--:--;     35.370
2002-03-25;--:--;     37.380
2002-03-26;--:--;     41.090
2002-03-27;--:--;     63.520
2002-03-28;--:--;     50.040
2002-03-29;--:--;     79.310
2002-03-30;--:--;     84.170
2002-03-31;--:--;     60.900
2002-04-01;--:--;     48.010
2002-04-02;--:--;     43.670
2002-04-03;--:--;     39.720
2002-04-04;--:--;     38.370
2002-04-05;--:--;     34.030
2002-04-06;--:--;     38.120
2002-04-07;--:--;    205.020
2002-04-08;--:--;     67.310
2002-04-09;--:--;     68.780
2002-04-10;--:--;     59.980
2002-04-11;--:--;     54.700
2002-04-12;--:--;     55.870
2002-04-13;--:--;     49.240
2002-04-14;--:--;     42.290
2002-04-15;--:--;     58.470
2002-04-16;--:--;     63.350
2002-04-17;--:--;     75.030
2002-04-18;--:--;     73.970
2002-04-19;--:--;     63.330
2002-04-20;--:--;     70.000
2002-04-21;--:--;    171.210
2002-04-22;--:--;    130.650
2002-04-23;--:--;    172.670
2002-04-24;--:--;    175.520
2002-04-25;--:--;    151.600
2002-04-26;--:--;    113.400
2002-04-27;--:--;     87.930
2002-04-28;--:--;     58.250
2002-04-29;--:--;     54.650
2002-04-30;--:--;     57.690
2002-05-01;--:--;     94.810
2002-05-02;--:--;     92.860
2002-05-03;--:--;     67.540
2002-05-04;--:--;     88.590
2002-05-05;--:--;     84.520
2002-05-06;--:--;     92.440
2002-05-07;--:--;     97.680
2002-05-08;--:--;     90.650
2002-05-09;--:--;     79.320
2002-05-10;--:--;     97.410
2002-05-11;--:--;    104.260
2002-05-12;--:--;     73.120
2002-05-13;--:--;     80.110
2002-05-14;--:--;     67.120
2002-05-15;--:--;     98.120
2002-05-16;--:--;    148.520
2002-05-17;--:--;    103.380
2002-05-18;--:--;     95.500
2002-05-19;--:--;     68.870
2002-05-20;--:--;     64.690
2002-05-21;--:--;     74.820
2002-05-22;--:--;     56.580
2002-05-23;--:--;     51.980
2002-05-24;--:--;     45.590
2002-05-25;--:--;     60.480
2002-05-26;--:--;     44.260
2002-05-27;--:--;     41.420
2002-05-28;--:--;     42.200
2002-05-29;--:--;     42.380
2002-05-30;--:--;     38.360
2002-05-31;--:--;     54.680
2002-06-01;--:--;     43.220
2002-06-02;--:--;     35.510
2002-06-03;--:--;     37.310
2002-06-04;--:--;     36.900
2002-06-05;--:--;     34.440
2002-06-06;--:--;     30.910
2002-06-07;--:--;     26.440
2002-06-08;--:--;     23.100
2002-06-09;--:--;     20.300
2002-06-10;--:--;     32.020
2002-06-11;--:--;     38.010
2002-06-12;--:--;     35.280
2002-06-13;--:--;     27.940
2002-06-14;--:--;     24.370
2002-06-15;--:--;     22.640
2002-06-16;--:--;     22.100
2002-06-17;--:--;     31.920
2002-06-18;--:--;     74.990
2002-06-19;--:--;     41.750
2002-06-20;--:--;    358.000
2002-06-21;--:--;    136.910
2002-06-22;--:--;     77.460
2002-06-23;--:--;     63.110
2002-06-24;--:--;    115.950
2002-06-25;--:--;    185.060
2002-06-26;--:--;     88.650
2002-06-27;--:--;     71.360
2002-06-28;--:--;     68.130
2002-06-29;--:--;    794.690
2002-06-30;--:--;   1505.030
2002-07-01;--:--;    958.350
2002-07-02;--:--;    236.680
2002-07-03;--:--;    169.670
2002-07-04;--:--;    157.140
2002-07-05;--:--;    224.960
2002-07-06;--:--;    593.900
2002-07-07;--:--;    227.370
2002-07-08;--:--;    147.670
2002-07-09;--:--;    140.060
2002-07-10;--:--;    118.840
2002-07-11;--:--;     74.110
2002-07-12;--:--;     62.530
2002-07-13;--:--;     70.750
2002-07-14;--:--;     55.370
2002-07-15;--:--;     64.400
2002-07-16;--:--;     65.150
2002-07-17;--:--;    104.440
2002-07-18;--:--;     98.240
2002-07-19;--:--;    387.160
2002-07-20;--:--;    335.830
2002-07-21;--:--;    167.740
2002-07-22;--:--;    128.350
2002-07-23;--:--;     93.640
2002-07-24;--:--;     84.390
2002-07-25;--:--;     76.510
2002-07-26;--:--;    336.650
2002-07-27;--:--;    183.160
2002-07-28;--:--;    120.830
2002-07-29;--:--;     99.450
2002-07-30;--:--;     84.030
2002-07-31;--:--;     81.600
2002-08-01;--:--;     66.720
2002-08-02;--:--;     56.490
2002-08-03;--:--;     47.690
2002-08-04;--:--;     44.170
2002-08-05;--:--;     51.250
2002-08-06;--:--;     51.720
2002-08-07;--:--;     54.750
2002-08-08;--:--;     48.910
2002-08-09;--:--;     44.240
2002-08-10;--:--;     47.990
2002-08-11;--:--;     52.820
2002-08-12;--:--;     61.770
2002-08-13;--:--;     50.260
2002-08-14;--:--;     48.720
2002-08-15;--:--;     54.390
2002-08-16;--:--;     44.290
2002-08-17;--:--;     49.370
2002-08-18;--:--;     39.030
2002-08-19;--:--;     40.620
2002-08-20;--:--;     38.800
2002-08-21;--:--;     34.240
2002-08-22;--:--;     34.590
2002-08-23;--:--;     33.340
2002-08-24;--:--;     63.800
2002-08-25;--:--;    175.430
2002-08-26;--:--;    115.950
2002-08-27;--:--;     68.170
2002-08-28;--:--;     89.000
2002-08-29;--:--;    121.400
2002-08-30;--:--;    299.190
2002-08-31;--:--;    437.460
2002-09-01;--:--;    180.040
2002-09-02;--:--;    121.300
2002-09-03;--:--;     94.420
2002-09-04;--:--;     62.420
2002-09-05;--:--;     63.630
2002-09-06;--:--;     40.880
2002-09-07;--:--;     27.430
2002-09-08;--:--;     48.760
2002-09-09;--:--;     58.390
2002-09-10;--:--;     50.160
2002-09-11;--:--;     44.710
2002-09-12;--:--;     50.270
2002-09-13;--:--;     49.320
2002-09-14;--:--;     40.370
2002-09-15;--:--;     41.830
2002-09-16;--:--;     41.820
2002-09-17;--:--;     71.940
2002-09-18;--:--;     53.150
2002-09-19;--:--;     55.500
2002-09-20;--:--;     51.970
2002-09-21;--:--;     51.610
2002-09-22;--:--;     41.920
2002-09-23;--:--;     39.890
2002-09-24;--:--;     47.260
2002-09-25;--:--;     46.050
2002-09-26;--:--;     48.120
2002-09-27;--:--;     52.420
2002-09-28;--:--;     45.720
2002-09-29;--:--;     38.770
2002-09-30;--:--;     43.360
2002-10-01;--:--;     38.520
2002-10-02;--:--;     38.840
2002-10-03;--:--;     43.000
2002-10-04;--:--;     40.460
2002-10-05;--:--;     43.750
2002-10-06;--:--;     48.570
2002-10-07;--:--;     59.820
2002-10-08;--:--;     47.750
2002-10-09;--:--;     42.210
2002-10-10;--:--;     40.020
2002-10-11;--:--;     39.500
2002-10-12;--:--;     40.730
2002-10-13;--:--;     37.130
2002-10-14;--:--;     34.960
2002-10-15;--:--;     39.160
2002-10-16;--:--;     45.480
2002-10-17;--:--;     39.020
2002-10-18;--:--;     38.170
2002-10-19;--:--;     53.160
2002-10-20;--:--;     49.750
2002-10-21;--:--;     46.700
2002-10-22;--:--;     44.580
2002-10-23;--:--;     37.680
2002-10-24;--:--;     36.180
2002-10-25;--:--;     34.940
2002-10-26;--:--;     36.490
2002-10-27;--:--;     33.080
2002-10-28;--:--;     34.230
2002-10-29;--:--;     34.590
2002-10-30;--:--;     29.700
2002-10-31;--:--;     24.750
2002-11-01;--:--;     31.500
2002-11-02;--:--;     31.800
2002-11-03;--:--;     30.150
2002-11-04;--:--;     40.030
2002-11-05;--:--;     36.790
2002-11-06;--:--;     31.110
2002-11-07;--:--;     31.200
2002-11-08;--:--;     53.930
2002-11-09;--:--;     42.680
2002-11-10;--:--;     37.980
2002-11-11;--:--;     34.790
2002-11-12;--:--;     43.390
2002-11-13;--:--;     36.230
2002-11-14;--:--;     39.710
2002-11-15;--:--;     51.690
2002-11-16;--:--;     44.650
2002-11-17;--:--;     40.830
2002-11-18;--:--;     33.660
2002-11-19;--:--;     34.420
2002-11-20;--:--;     34.680
2002-11-21;--:--;     35.870
2002-11-22;--:--;     33.840
2002-11-23;--:--;     33.120
2002-11-24;--:--;     34.850
2002-11-25;--:--;     29.180
2002-11-26;--:--;     30.050
2002-11-27;--:--;     30.830
2002-11-28;--:--;     32.470
2002-11-29;--:--;     33.120
2002-11-30;--:--;     35.370
2002-12-01;--:--;     41.090
2002-12-02;--:--;     32.820
2002-12-03;--:--;     34.380
2002-12-04;--:--;    110.180
2002-12-05;--:--;     58.260
2002-12-06;--:--;     46.890
2002-12-07;--:--;     55.600
2002-12-08;--:--;     42.300
2002-12-09;--:--;     40.190
2002-12-10;--:--;     30.240
2002-12-11;--:--;     28.080
2002-12-12;--:--;     27.810
2002-12-13;--:--;     24.180
2002-12-14;--:--;     26.150
2002-12-15;--:--;     26.610
2002-12-16;--:--;     35.970
2002-12-17;--:--;     38.610
2002-12-18;--:--;     35.990
2002-12-19;--:--;     85.110
2002-12-20;--:--;     65.280
2002-12-21;--:--;     67.720
2002-12-22;--:--;     53.850
2002-12-23;--:--;     50.080
2002-12-24;--:--;     43.070
2002-12-25;--:--;     55.960
2002-12-26;--:--;     37.790
2002-12-27;--:--;     41.520
2002-12-28;--:--;     32.130
2002-12-29;--:--;     35.640
2002-12-30;--:--;     32.930
2002-12-31;--:--;     31.140
2003-01-01;--:--;     33.960
2003-01-02;--:--;     30.210
2003-01-03;--:--;     37.130
2003-01-04;--:--;     47.840
2003-01-05;--:--;     43.680
2003-01-06;--:--;     47.290
2003-01-07;--:--;     45.830
2003-01-08;--:--;     45.570
2003-01-09;--:--;     43.600
2003-01-10;--:--;     41.620
2003-01-11;--:--;     49.100
2003-01-12;--:--;     37.120
2003-01-13;--:--;     32.330
2003-01-14;--:--;     47.010
2003-01-15;--:--;     53.320
2003-01-16;--:--;     48.350
2003-01-17;--:--;     51.910
2003-01-18;--:--;     35.880
2003-01-19;--:--;     29.960
2003-01-20;--:--;     41.040
2003-01-21;--:--;     44.040
2003-01-22;--:--;     45.120
2003-01-23;--:--;     64.050
2003-01-24;--:--;     49.840
2003-01-25;--:--;     33.910
2003-01-26;--:--;     33.990
2003-01-27;--:--;     63.640
2003-01-28;--:--;     57.870
2003-01-29;--:--;     54.420
2003-01-30;--:--;     49.300
2003-01-31;--:--;     50.860
2003-02-01;--:--;     38.670
2003-02-02;--:--;     40.080
2003-02-03;--:--;     46.220
2003-02-04;--:--;     47.950
2003-02-05;--:--;     53.600
2003-02-06;--:--;     52.200
2003-02-07;--:--;     48.790
2003-02-08;--:--;     56.570
2003-02-09;--:--;     54.300
2003-02-10;--:--;     57.960
2003-02-11;--:--;     45.840
2003-02-12;--:--;     52.770
2003-02-13;--:--;     49.930
2003-02-14;--:--;     49.890
2003-02-15;--:--;     38.850
2003-02-16;--:--;     50.930
2003-02-17;--:--;     54.350
2003-02-18;--:--;     47.610
2003-02-19;--:--;     47.700
2003-02-20;--:--;     53.280
2003-02-21;--:--;     53.550
2003-02-22;--:--;     56.660
2003-02-23;--:--;     51.410
2003-02-24;--:--;     54.910
2003-02-25;--:--;     52.730
2003-02-26;--:--;     49.590
2003-02-27;--:--;     51.150
2003-02-28;--:--;     51.360
2003-03-01;--:--;     88.070
2003-03-02;--:--;     80.510
2003-03-03;--:--;     91.100
2003-03-04;--:--;     80.140
2003-03-05;--:--;     74.830
2003-03-06;--:--;     73.970
2003-03-07;--:--;     86.220
2003-03-08;--:--;     71.180
2003-03-09;--:--;     46.770
2003-03-10;--:--;     50.380
2003-03-11;--:--;     52.200
2003-03-12;--:--;     46.930
2003-03-13;--:--;     45.110
2003-03-14;--:--;     51.400
2003-03-15;--:--;     42.260
2003-03-16;--:--;     84.940
2003-03-17;--:--;    108.600
2003-03-18;--:--;     80.530
2003-03-19;--:--;     68.710
2003-03-20;--:--;     70.580
2003-03-21;--:--;     74.400
2003-03-22;--:--;     79.500
2003-03-23;--:--;     63.230
2003-03-24;--:--;     63.310
2003-03-25;--:--;     80.460
2003-03-26;--:--;     71.800
2003-03-27;--:--;     69.160
2003-03-28;--:--;     66.600
2003-03-29;--:--;     48.350
2003-03-30;--:--;     41.180
2003-03-31;--:--;     63.320
2003-04-01;--:--;    174.340
2003-04-02;--:--;    133.860
2003-04-03;--:--;    109.330
2003-04-04;--:--;    109.960
2003-04-05;--:--;    101.620
2003-04-06;--:--;     73.450
2003-04-07;--:--;     87.050
2003-04-08;--:--;     94.140
2003-04-09;--:--;     87.620
2003-04-10;--:--;     87.320
2003-04-11;--:--;     92.940
2003-04-12;--:--;    133.110
2003-04-13;--:--;     67.350
2003-04-14;--:--;     86.460
2003-04-15;--:--;     76.360
2003-04-16;--:--;     75.850
2003-04-17;--:--;     72.430
2003-04-18;--:--;     81.950
2003-04-19;--:--;     68.220
2003-04-20;--:--;     56.590
2003-04-21;--:--;     69.970
2003-04-22;--:--;     63.570
2003-04-23;--:--;     63.960
2003-04-24;--:--;     79.320
2003-04-25;--:--;     97.040
2003-04-26;--:--;    113.760
2003-04-27;--:--;     61.890
2003-04-28;--:--;     71.200
2003-04-29;--:--;     52.820
2003-04-30;--:--;     77.140
2003-05-01;--:--;     70.780
2003-05-02;--:--;     71.440
2003-05-03;--:--;     52.270
2003-05-04;--:--;     45.600
2003-05-05;--:--;     44.620
2003-05-06;--:--;     69.260
2003-05-07;--:--;     74.320
2003-05-08;--:--;     81.730
2003-05-09;--:--;     80.350
2003-05-10;--:--;     71.380
2003-05-11;--:--;     50.890
2003-05-12;--:--;     50.880
2003-05-13;--:--;     56.820
2003-05-14;--:--;    125.170
2003-05-15;--:--;    106.180
2003-05-16;--:--;    110.810
2003-05-17;--:--;    101.610
2003-05-18;--:--;     77.920
2003-05-19;--:--;     88.530
2003-05-20;--:--;     80.290
2003-05-21;--:--;     85.020
2003-05-22;--:--;     81.620
2003-05-23;--:--;     81.100
2003-05-24;--:--;     82.070
2003-05-25;--:--;     51.520
2003-05-26;--:--;     67.950
2003-05-27;--:--;     69.730
2003-05-28;--:--;     54.070
2003-05-29;--:--;     60.840
2003-05-30;--:--;     75.090
2003-05-31;--:--;     86.050
2003-06-01;--:--;     55.470
2003-06-02;--:--;     47.110
2003-06-03;--:--;     38.780
2003-06-04;--:--;     34.120
2003-06-05;--:--;     30.570
2003-06-06;--:--;     31.060
2003-06-07;--:--;     30.020
2003-06-08;--:--;     27.940
2003-06-09;--:--;     31.860
2003-06-10;--:--;     30.850
2003-06-11;--:--;     26.240
2003-06-12;--:--;     32.130
2003-06-13;--:--;    134.450
2003-06-14;--:--;     74.250
2003-06-15;--:--;    115.050
2003-06-16;--:--;     85.840
